"FLUENCIA","RES_TRA","RELACION","ALARGA","PE_MET"
297,421,0,24.7,0
283,399,0,23.9,0
475,656,1.38,15.1,0.956
416,538,0,28.1,4.382
418,541,0,27.7,4.33
395,521,0,28.7,5.73
398,525,0,28.9,5.715
386,508,0,28.5,5.697
392,517,0,30.7,8.764
374,497,0,33.9,8.685
368,489,0,32.9,8.67
388,522,0,26.9,0
492,616,1.25,15.8,0.95
484,612,1.26,16.6,0.942
467,585,1.25,16.1,0.948
483,608,1.26,15.7,0.943
473,594,1.26,15.4,0.942
457,574,1.26,18.7,0.947
492,616,1.25,15.8,0.95
467,585,1.25,16.1,0.948
482,606,1.26,17,1.478
454,582,1.28,16.9,1.477
469,600,1.28,16.7,1.476
487,623,1.28,16.2,1.472
496,624,1.26,16.2,1.48
471,606,1.29,16.8,1.476
442,586,1.33,17.7,1.475
453,593,1.31,16.1,1.472
476,599,1.26,17.1,1.474
444,586,1.32,16.4,1.472
469,596,1.27,16.8,1.47
471,606,1.29,15.8,1.474
480,609,1.27,16.1,1.472
456,574,1.26,16.1,1.467
481,604,1.26,15.8,1.472
497,620,1.25,16.6,1.476
478,613,1.28,16.7,1.477
507,637,1.26,16.5,3.79
430,648,1.51,14.6,0.957
475,656,1.38,15.1,0.956
424,642,1.51,15.1,0.955
468,589,1.26,16.8,1.472
390,511,0,25.4,0.982
391,511,0,28.2,4.634
386,503,0,31.9,4.623
401,515,0,26.8,4.619
392,516,0,27.8,4.684
392,519,0,28.4,4.64
400,532,0,31.1,4.63
390,504,0,27.7,4.626
414,545,0,27.8,4.796
395,521,0,28.7,5.73
380,472,0,28.4,5.704
386,508,0,28.5,5.697
388,522,0,26.9,0
497,632,1.27,15.9,3.829
382,497,0,32.5,4.662
384,496,0,30.3,4.684
386,503,0,31.9,4.623
451,591,1.31,16.6,0.535
475,594,1.25,17.2,0.536
452,572,1.26,17.1,0.943
477,604,1.27,16.7,0.947
485,608,1.25,15.7,0.947
463,584,1.26,16.6,0.945
466,584,1.25,18.3,0.941
449,580,1.29,16.1,0.943
461,592,1.28,14.9,0.942
471,594,1.26,16.1,0.947
463,596,1.29,15.7,0.952
484,612,1.26,16.6,0.942
460,583,1.27,17.1,0.945
483,608,1.26,15.7,0.943
458,578,1.26,16.8,0.954
492,614,1.25,17.1,0.945
469,594,1.27,16.1,0.949
476,597,1.25,16.9,0.95
484,612,1.26,16.6,0.942
467,585,1.25,16.1,0.948
441,560,1.27,18.1,0.942
473,594,1.26,15.4,0.942
492,614,1.25,17.1,0.945
469,594,1.27,16.1,0.949
474,598,1.26,16.8,1.475
470,597,1.27,16.6,1.478
523,673,1.29,14.4,7.581
479,634,1.32,14.7,7.586
510,641,1.26,15.9,2.194
479,614,1.28,16.6,1.514
460,592,1.29,17,1.521
468,603,1.29,16.7,1.517
482,615,1.28,17.3,1.518
471,601,1.28,16.2,1.513
489,613,1.25,16.9,1.517
480,609,1.27,16.1,1.51
479,608,1.27,17.1,1.52
500,630,1.26,16.2,1.518
480,610,1.27,16.4,1.518
482,605,1.26,17.3,1.523
508,638,1.26,14.8,3.676
467,596,1.28,16.7,3.79
505,647,1.28,16.8,3.788
490,645,1.31,14.2,0.22
471,680,1.44,14.2,0.218
451,677,1.5,14.6,0.218
483,674,1.39,14.4,0.216
477,658,1.38,14.6,0.219
452,645,1.43,14.3,0.218
459,671,1.46,14.3,0.216
492,677,1.38,14.2,0.218
481,600,1.25,15.2,0.945
480,598,1.25,16.2,0.945
471,590,1.25,20.1,0.943
453,577,1.28,17.7,0.947
477,604,1.27,16.7,0.947
482,603,1.25,17.2,0.952
483,608,1.26,15.7,0.943
487,608,1.25,17.1,0.943
483,610,1.26,15.8,0.946
469,597,1.27,16.8,0.94
474,603,1.27,16.6,0.942
483,606,1.26,16.1,0.95
474,598,1.26,16.8,0.944
470,591,1.26,15.9,0.945
472,596,1.26,17.3,0.944
481,619,1.29,16.2,0.943
464,591,1.27,15.9,0.944
469,584,1.25,15.7,0.941
486,619,1.27,15.4,0.94
470,592,1.26,16.4,0.943
469,601,1.28,16.6,0.944
474,601,1.27,16.7,0.941
486,606,1.25,14.8,0.945
480,598,1.25,16.2,0.945
471,590,1.25,20.1,0.943
483,610,1.26,15.8,0.946
314,438,0,21.3,0
321,456,0,21.1,0
298,427,0,20.9,0
311,457,0,21.6,0
317,447,0,21.2,0
317,462,0,20.9,0
312,447,0,21.2,0
490,645,1.31,14.2,0.22
438,619,1.41,14.5,0.217
434,612,1.41,14.1,0.214
440,603,1.37,15.1,0.216
469,614,1.31,14.4,0.215
443,621,1.4,14.3,0.217
493,662,1.34,14.2,0.22
460,663,1.44,14.5,0.217
483,674,1.39,14.4,0.216
451,568,1.26,16.1,0.941
482,601,1.25,17.1,0.943
470,592,1.26,16.4,0.941
477,619,1.3,16.2,0.947
482,602,1.25,16.4,0.948
477,597,1.25,16,0.942
474,602,1.27,16.6,0.939
494,623,1.26,16.9,0.941
493,614,1.25,16,0.943
485,605,1.25,16.6,0.944
478,608,1.27,15,0.947
473,601,1.27,16.3,0.947
475,605,1.27,15.4,0.942
475,593,1.25,16.1,0.947
495,616,1.25,14.8,0.945
466,593,1.27,17.2,0.942
470,597,1.27,16.4,0.956
476,602,1.26,17.1,0.946
476,603,1.26,16.7,0.945
494,619,1.25,16.1,0.952
479,608,1.27,17.3,0.945
455,571,1.25,17.2,0.947
470,602,1.28,16.4,0.943
469,584,1.25,15.7,0.941
486,619,1.27,15.4,0.94
331,446,0,21.9,0
304,424,0,21.5,0
302,439,0,21.2,0
438,619,1.41,14.5,0.217
440,603,1.37,15.1,0.216
443,621,1.4,14.3,0.217
480,650,1.36,14.5,0.22
508,664,1.31,14.3,0.218
442,652,1.47,14.7,0.217
493,662,1.34,14.2,0.22
482,675,1.4,15.1,0.219
501,680,1.36,14.9,0.219
483,674,1.39,14.4,0.216
462,662,1.43,15,0.221
493,669,1.36,15,0.218
492,677,1.38,14.2,0.218
467,594,1.27,16.8,0.942
477,619,1.3,16.2,0.947
464,591,1.27,15.9,0.944
486,619,1.27,15.4,0.94
478,608,1.27,15,0.947
473,601,1.27,16.3,0.947
470,589,1.25,15.3,0.942
479,602,1.26,16.4,0.943
482,605,1.26,16.2,0.949
470,602,1.28,16.4,0.943
481,600,1.25,16.3,0.957
481,608,1.26,15.3,0.957
463,599,1.29,16.1,0.943
482,604,1.25,16.8,0.944
466,589,1.26,16.3,0.947
476,600,1.26,16.6,0.947
482,605,1.25,15.1,0.948
479,604,1.26,16.8,0.946
475,595,1.25,18.6,0.948
481,608,1.26,16.7,0.943
444,581,1.31,17.3,0.94
473,601,1.27,16.3,0.947
475,605,1.27,15.4,0.942
475,593,1.25,16.1,0.947
461,576,1.25,16,0.949
468,590,1.26,16.9,0.945
479,603,1.26,16.9,0.952
481,610,1.27,16.8,0.944
470,596,1.27,19,0.953
480,614,1.28,16.6,0.945
492,617,1.26,16.8,0.945
460,590,1.28,16.4,0.946
479,599,1.25,16.2,0.942
311,457,0,21.6,0
317,462,0,20.9,0
312,447,0,21.2,0
0,355,0,35.6,0
0,364,0,37.3,0
0,334,0,39.1,0
0,364,0,37,0
325,450,0,20.5,0
490,645,1.31,14.2,0.22
471,680,1.44,14.2,0.218
451,673,1.49,14.4,0.217
451,677,1.5,14.6,0.218
393,526,0,25.1,0
337,469,0,28.7,0
305,437,0,30.6,0
359,500,0,29.3,0
359,497,0,29.7,0
325,458,0,32.1,0
329,464,0,28.8,0
357,499,0,29.5,0
357,498,0,29.7,0
361,520,0,26.6,0
355,527,0,25,0
368,518,0,27.5,0
359,514,0,27.3,0
364,532,0,26.7,0
381,547,0,26.1,0
363,546,0,27.2,0
336,492,0,27.3,0
343,491,0,26.6,0
399,533,0,30.6,4.625
403,520,0,28.3,4.679
395,521,0,28.7,5.73
386,508,0,28.5,5.697
374,497,0,33.9,8.685
368,489,0,32.9,8.67
498,623,1.25,16.7,0.963
493,616,1.25,16.9,0.959
493,616,1.25,16.9,0.959
490,612,1.25,17.1,0.958
502,629,1.25,16.4,0.958
454,602,1.33,16.2,0.538
481,600,1.25,15.6,0.95
467,590,1.27,15.1,0.943
476,602,1.26,16.5,0.943
483,614,1.27,15.4,0.952
470,598,1.27,18.9,0.945
469,597,1.27,16.8,0.94
483,610,1.26,16.2,0.942
493,614,1.25,16,0.943
479,604,1.26,15.1,0.943
482,605,1.26,16.2,0.949
482,605,1.25,15.1,0.948
471,588,1.25,16.6,0.941
457,581,1.27,16.9,1.476
455,595,1.31,15.4,0.877
399,543,0,24.8,0
387,521,0,26.7,0
386,510,0,26,0
355,527,0,25,0
359,514,0,27.3,0
364,532,0,26.7,0
502,626,1.25,17,0.969
484,626,1.29,17.3,0.967
502,629,1.25,16.4,0.958
480,614,1.28,16.6,0.945
387,521,0,26.7,0
357,498,0,29.7,0
362,500,0,27.8,0
356,502,0,27.6,0
365,499,0,28.3,0
350,505,0,31.1,0
348,507,0,28.4,0
335,485,0,29.8,0
312,467,0,30.8,0
328,480,0,31.7,0
310,468,0,32,0
366,496,0,30,0
460,587,1.28,18.4,0.84
464,599,1.29,15.5,0.848
467,597,1.28,16.1,0.845
469,594,1.27,17.1,0.841
471,592,1.26,17.7,0.843
463,585,1.26,17,0.846
455,596,1.31,17.9,0.845
442,574,1.3,16.6,0.843
451,587,1.3,16.1,0.847
457,598,1.31,16,0.85
456,591,1.29,15.8,0.853
462,596,1.29,17.8,0.839
475,608,1.28,16.9,0.849
493,629,1.27,16.5,0.854
472,610,1.29,18.4,0.843
470,607,1.29,16.6,0.843
480,612,1.27,19.1,0.844
367,501,0,29.8,0
391,517,0,32.2,0
389,518,0,28.6,0
384,515,0,30.2,0
361,506,0,30.2,0
374,497,0,29.3,0
366,496,0,30,0
343,499,0,31.2,0
364,505,0,28.7,0
379,519,0,27,0
502,626,1.25,17,0.969
498,623,1.25,16.7,0.963
492,626,1.27,16.8,0.959
496,630,1.27,16.5,0.962
466,595,1.28,17.1,0.532
439,573,1.3,15.7,0.534
501,626,1.25,16.6,0.536
475,604,1.27,16.7,0.535
509,642,1.26,17,0.843
505,637,1.26,17.1,0.85
518,646,1.25,18.1,0.845
484,607,1.25,18.1,0.841
453,575,1.27,17.9,0.852
491,623,1.27,16.2,0.844
475,604,1.27,18.5,0.844
502,629,1.25,18.3,0.848
477,594,1.25,16.2,0.845
494,619,1.25,18.1,0.845
472,600,1.27,17.3,0.847
472,595,1.26,18,0.846
471,592,1.26,17.7,0.843
470,606,1.29,15.5,0.848
457,598,1.31,16,0.85
455,595,1.31,15.4,0.877
454,592,1.31,17.1,0.847
471,604,1.28,18.5,0.85
493,629,1.27,16.5,0.854
491,622,1.27,16.9,0.846
494,619,1.25,16.4,0.846
502,629,1.25,18.3,0.848
509,701,1.38,14.3,0.529
509,676,1.33,14.1,0.535
475,685,1.44,14.3,0.53
501,702,1.4,14.4,0.53
476,679,1.43,15.2,0.531
391,517,0,32.2,0
492,626,1.27,16.8,0.959
496,630,1.27,16.5,0.962
493,616,1.25,16.9,0.959
468,593,1.27,16.4,0.529
447,582,1.3,16.7,0.536
439,573,1.3,15.7,0.534
501,626,1.25,16.6,0.536
496,628,1.27,15.8,0.538
488,616,1.26,15.7,0.531
471,600,1.27,16.6,0.533
448,581,1.3,16.2,0.533
473,594,1.25,16.3,0.531
461,584,1.27,16.2,0.53
444,568,1.28,16.2,0.532
457,590,1.29,16.4,0.531
464,585,1.26,16.3,0.53
452,582,1.29,14.8,0.533
501,626,1.25,16.6,0.536
472,594,1.26,16,0.534
459,601,1.31,16,0.532
453,575,1.27,17.9,0.852
475,604,1.27,18.5,0.844
502,629,1.25,18.3,0.848
477,594,1.25,16.2,0.845
494,619,1.25,18.1,0.845
472,600,1.27,17.3,0.847
501,716,1.43,14.5,0.398
485,661,1.36,14.1,0.382
470,684,1.46,14.1,0.38
504,672,1.34,14.4,0.379
498,684,1.37,14.6,0.379
471,592,1.26,16,0.533
452,582,1.29,14.8,0.533
470,603,1.28,16,0.533
472,603,1.28,16.3,0.53
466,606,1.3,16.5,0.533
496,621,1.25,16.2,0.533
474,598,1.26,16.5,0.531
462,598,1.29,15.8,0.533
458,597,1.27,16,0.531
459,593,1.29,15.8,0.531
481,611,1.27,15.5,0.535
464,585,1.26,16.3,0.53
470,595,1.27,16.1,0.532
458,597,1.27,16,0.531
481,600,1.25,15.6,0.95
509,633,1.25,16.6,0.943
486,667,1.37,15.6,0.541
509,701,1.38,14.3,0.541
509,676,1.33,14.1,0.54
476,607,1.27,15.1,0.538
491,614,1.25,15.6,0.542
488,616,1.26,15.6,0.541
463,602,1.3,16.6,0.539
498,621,1.25,15.9,0.541
480,611,1.27,16.2,0.536
481,607,1.26,16.6,0.539
482,612,1.27,16.4,0.537
474,610,1.29,16.6,0.538
475,603,1.27,16.5,0.538
484,610,1.26,16.5,0.536
484,612,1.27,15.9,0.536
481,618,1.28,16,0.538
507,632,1.25,16.3,0.536
477,594,1.25,16.2,0.845
494,619,1.25,18.1,0.845
472,600,1.27,17.3,0.847
433,670,1.55,15.2,0.945
469,652,1.39,14.7,0.944
443,674,1.52,15.5,0.948
465,657,1.41,15.4,0.947
330,453,0,23.7,0
334,463,0,20.4,0
308,453,0,24.6,0
313,454,0,25.1,0
317,449,0,22.9,0
308,453,0,24.6,0
488,609,1.25,15.9,0.532
462,598,1.29,15.8,0.533
458,597,1.27,16,0.531
459,593,1.29,15.8,0.531
481,611,1.27,15.5,0.535
481,619,1.29,16.4,0.534
466,625,1.34,15.9,0.534
484,609,1.26,16.8,0.533
476,601,1.26,16.6,0.533
489,613,1.25,16.3,0.532
451,597,1.32,16.2,0.533
453,584,1.29,16.8,0.532
481,612,1.27,16.2,0.532
484,613,1.27,16.3,0.532
474,599,1.26,17.3,0.53
496,631,1.27,15.7,0.532
473,589,1.25,16.3,0.533
464,585,1.26,16.3,0.53
470,595,1.27,16.1,0.532
476,601,1.26,16.6,0.533
479,622,1.3,15.8,0.534
474,599,1.26,17.3,0.53
496,631,1.27,15.7,0.532
473,589,1.25,16.3,0.533
491,614,1.25,15.6,0.542
488,616,1.26,15.6,0.541
463,602,1.3,16.6,0.539
498,621,1.25,15.9,0.541
480,611,1.27,16.2,0.536
481,607,1.26,16.6,0.539
482,612,1.27,16.4,0.537
484,612,1.27,15.9,0.536
481,618,1.28,16,0.538
507,632,1.25,16.3,0.536
477,594,1.25,16.2,0.845
494,619,1.25,18.1,0.845
472,600,1.27,17.3,0.847
436,722,1.66,14.4,0.944
485,661,1.36,14.1,0.382
504,672,1.34,14.4,0.379
498,680,1.36,15.3,1.479
482,680,1.41,15.2,1.472
480,683,1.42,15.3,1.469
453,652,1.44,15.5,1.477
461,637,1.38,15,1.493
399,543,0,24.8,0
387,521,0,26.7,0
386,510,0,26,0
393,526,0,25.1,0
362,500,0,27.8,0
365,499,0,28.3,0
350,505,0,31.1,0
335,485,0,29.8,0
312,467,0,30.8,0
328,480,0,31.7,0
310,468,0,32,0
367,501,0,29.8,0
391,517,0,32.2,0
389,518,0,28.6,0
384,515,0,30.2,0
361,506,0,30,0
374,497,0,29,0
374,497,0,29,0
343,499,0,31,0
463,601,1.3,15.3,0.533
474,598,1.26,16.5,0.531
462,598,1.29,15.8,0.533
459,593,1.29,15.8,0.531
466,625,1.34,15.9,0.534
471,605,1.28,16.8,0.533
479,622,1.3,15.8,0.534
467,594,1.27,16.9,0.534
472,612,1.3,15.6,0.535
449,575,1.28,15.8,0.535
459,589,1.28,17,0.532
449,575,1.28,15.8,0.535
505,684,1.35,16.1,1.976
500,687,1.37,17.5,1.935
509,642,1.26,17,0.843
505,637,1.26,17.1,0.85
518,646,1.25,18.1,0.845
484,607,1.25,18.1,0.841
453,575,1.27,17.9,0.852
491,623,1.27,16.2,0.844
472,595,1.26,18,0.846
461,602,1.31,15.7,0.852
451,587,1.3,16.1,0.847
457,598,1.31,16,0.85
458,597,1.27,16,0.531
481,603,1.25,15.9,0.536
481,612,1.27,16.2,0.532
472,605,1.28,16.4,0.531
481,608,1.26,16.7,0.532
473,589,1.25,16.3,0.533
449,575,1.28,15.8,0.535
459,589,1.28,17,0.532
481,612,1.27,16.2,0.532
474,599,1.26,17.3,0.53
449,575,1.28,15.8,0.535
461,605,1.31,17.2,2.133
466,601,1.29,16.3,2.144
488,632,1.29,16.1,2.136
528,664,1.26,15.6,2.155
489,644,1.32,15.8,2.137
514,661,1.29,17.1,2.142
515,657,1.28,17.4,2.135
502,647,1.29,16.3,2.114
487,628,1.29,15.6,2.13
498,634,1.27,16.1,2.135
483,618,1.28,17.4,0.96
463,597,1.29,17,2.138
473,615,1.3,17.1,2.141
461,605,1.31,17.2,2.133
466,601,1.29,16.3,2.144
489,630,1.29,16.3,2.145
486,636,1.28,16.4,2.148
512,650,1.27,15.1,2.137
465,610,1.31,18.7,2.124
467,616,1.32,16.1,2.135
458,613,1.34,16.7,2.14
514,658,1.28,17.5,2.135
510,650,1.27,17.9,2.141
505,653,1.29,18.3,2.139
508,651,1.28,16.7,2.138
488,632,1.29,16.1,2.136
528,664,1.26,15.6,2.155
508,643,1.27,15.9,2.144
496,627,1.27,16.1,2.143
477,625,1.31,16.3,2.128
509,657,1.29,18.3,2.165
476,617,1.3,16.3,2.135
484,628,1.3,18.5,2.142
458,642,1.4,15.9,1.493
481,649,1.35,15.4,1.495
453,664,1.47,17.3,1.493
486,667,1.37,15.6,0.541
509,701,1.38,14.3,0.541
502,647,1.29,16.3,2.114
466,617,1.32,15.9,2.115
0,368,0,42.8,0
0,372,0,32.6,0
0,358,0,46.6,0
0,356,0,35.7,0
0,357,0,36.6,0
0,365,0,33.2,0
0,356,0,34.6,0
364,505,0,29,0
473,615,1.3,17.1,2.141
461,605,1.31,17.2,2.133
490,635,1.3,16.3,2.139
502,646,1.29,15.7,2.14
486,629,1.29,15.6,2.141
509,639,1.26,15.3,2.151
503,653,1.3,15.9,2.164
489,630,1.29,16.3,2.145
499,647,1.3,15.6,2.12
465,610,1.31,18.7,2.124
467,616,1.32,16.1,2.135
493,630,1.28,17.4,2.137
481,629,1.31,16.9,2.14
484,630,1.3,15.6,2.132
479,629,1.31,17.5,2.119
484,629,1.3,18.9,2.129
478,619,1.29,16.1,2.139
495,641,1.29,17.4,2.135
484,628,1.3,18.5,2.142
481,649,1.35,15.4,1.495
461,637,1.38,15,1.493
469,661,1.41,14.9,0.962
463,687,1.48,15.2,0.539
495,629,1.27,15.5,1.518
494,629,1.27,15.3,1.515
484,623,1.29,16.5,1.528
487,610,1.25,16.6,1.527
490,610,1.25,15.9,1.531
483,605,1.25,16.1,1.526
506,635,1.25,15.1,1.528
471,600,1.27,17,1.53
480,614,1.28,17.2,1.534
491,620,1.26,17.6,1.532
477,614,1.29,18.1,1.542
0,368,0,42.8,0
0,372,0,32.6,0
0,358,0,46.6,0
0,356,0,35.7,0
0,357,0,36.6,0
0,365,0,33.2,0
0,356,0,34.6,0
376,505,0,24.3,0.66
368,511,0,24,0.672
373,501,0,24.1,0.623
420,536,0,20.2,0.666
479,602,1.26,17.3,1.49
501,624,1.25,17.4,1.483
458,587,1.28,17.3,1.477
469,606,1.29,16.4,1.472
456,587,1.29,16.6,1.471
485,611,1.26,16.2,1.47
480,607,1.27,17.2,1.474
466,599,1.29,17.1,1.473
478,605,1.27,16.5,1.472
477,601,1.26,15.9,1.474
482,601,1.25,15.7,1.474
481,608,1.26,16.4,1.469
470,602,1.28,17.3,1.47
460,582,1.27,16.7,1.474
480,602,1.25,16.8,1.473
488,614,1.26,16.4,1.475
467,595,1.27,15.8,1.471
461,592,1.28,16.7,1.473
460,582,1.27,16.7,1.474
468,598,1.28,17.5,1.475
470,602,1.28,17.3,1.47
471,598,1.27,16.8,1.485
470,590,1.25,15.8,1.485
482,610,1.27,15.7,1.469
374,508,0,25.6,0.664
380,521,0,25.3,0.647
386,522,0,24.8,0.676
376,505,0,24.3,0.66
368,511,0,24,0.672
377,511,0,25,0.664
370,500,0,26.1,0.707
476,605,1.27,18.7,1.477
457,585,1.28,17.2,1.468
449,583,1.3,17,1.48
471,601,1.28,16,1.475
452,588,1.3,17.1,1.473
476,607,1.28,17.1,1.476
475,593,1.25,15.4,1.473
480,602,1.25,16.8,1.473
473,610,1.29,16.8,1.46
475,597,1.26,16.7,1.46
468,605,1.29,16.5,1.464
482,607,1.26,16.6,1.467
492,617,1.26,16.2,1.47
487,607,1.25,16.5,1.467
481,606,1.26,15.9,1.47
481,604,1.26,16.6,1.473
469,597,1.27,16.5,1.471
476,605,1.27,18.7,1.477
479,605,1.26,18.1,1.46
478,607,1.27,16.1,1.473
374,508,0,25.6,0.664
380,521,0,25.3,0.647
386,522,0,24.8,0.676
376,505,0,24.3,0.66
377,511,0,25,0.664
365,501,0,24.2,0.721
370,500,0,26.1,0.707
473,610,1.29,16.8,1.46
468,605,1.29,16.5,1.464
482,607,1.26,16.6,1.467
487,607,1.25,16.5,1.467
481,604,1.26,16.6,1.473
469,597,1.27,16.5,1.471
467,604,1.29,16,1.475
469,593,1.26,16.2,1.466
464,592,1.28,17.5,1.47
460,594,1.29,16,1.472
474,602,1.27,17.3,1.475
481,608,1.26,15.6,1.478
461,594,1.29,16.9,1.479
467,601,1.29,17.7,1.473
490,611,1.25,16.8,1.479
476,595,1.25,16.6,1.47
474,605,1.28,16.9,1.468
470,605,1.29,16.2,1.471
485,613,1.26,16.9,1.472
480,605,1.26,16.9,1.471
492,617,1.26,16.2,1.47
478,607,1.27,16.1,1.473
469,593,1.26,16.2,1.466
467,583,1.25,16.2,1.471
476,595,1.25,16.6,1.47
474,605,1.28,16.9,1.468
473,600,1.27,16.5,1.468
478,600,1.26,16.5,1.474
371,492,0,27.7,1.541
377,513,0,24.8,1.568
379,522,0,25.1,0.81
385,524,0,28.1,0.827
378,517,0,26.7,0.805
364,506,0,25.3,0
476,603,1.27,17.9,1.472
471,605,1.28,17.5,1.472
467,599,1.28,16.8,1.475
463,586,1.27,18,1.472
480,599,1.25,16.9,1.484
456,587,1.29,16.6,1.471
478,609,1.27,16.8,1.471
480,610,1.27,17.2,1.474
475,597,1.26,16.7,1.46
468,605,1.29,16.5,1.464
485,612,1.26,16.3,1.475
482,607,1.26,16.6,1.467
492,617,1.26,16.2,1.47
487,607,1.25,16.5,1.467
481,606,1.26,15.9,1.47
481,604,1.26,16.6,1.473
464,592,1.28,17.5,1.47
467,585,1.25,16.7,1.468
461,594,1.29,16.9,1.479
471,598,1.27,16.2,1.476
481,601,1.25,16.5,1.477
458,584,1.28,16.4,1.471
456,591,1.3,16.3,1.464
480,605,1.26,16.9,1.471
481,606,1.26,15.9,1.47
476,595,1.25,16.6,1.47
474,605,1.28,16.9,1.468
480,605,1.26,16.9,1.471
490,635,1.3,16.3,2.139
489,634,1.3,16.7,2.142
503,653,1.3,15.9,2.164
553,801,0,13.4,0
557,806,0,12.8,0
566,801,0,12.8,0
562,805,0,11.9,0
585,820,0,11.7,0
574,820,0,12.3,0
566,801,0,12.8,0
227,377,0,25.6,0
233,389,0,25.2,0
475,637,1.34,15,0.215
475,649,1.37,14.2,0.215
483,647,1.34,14.2,0.214
496,666,1.34,14.5,0.216
472,679,1.44,14.1,0.215
449,676,1.51,14.6,0.846
496,672,1.36,14.4,0.842
500,668,1.34,15.1,0.841
484,692,1.43,14.1,0.841
464,761,0,17,2.251
483,618,1.28,17.4,0.96
479,602,1.26,17.3,1.49
498,621,1.25,17.6,1.483
458,587,1.28,17.3,1.477
449,583,1.3,17,1.48
471,601,1.28,16,1.475
476,607,1.28,17.1,1.476
466,599,1.29,17.1,1.473
478,605,1.27,16.5,1.472
477,601,1.26,15.9,1.474
482,601,1.25,15.7,1.474
481,608,1.26,16.4,1.469
470,602,1.28,17.3,1.47
460,582,1.27,16.7,1.474
480,602,1.25,16.8,1.473
488,614,1.26,16.4,1.475
467,595,1.27,15.8,1.471
461,592,1.28,16.7,1.473
485,612,1.26,16.3,1.475
476,608,1.28,17,1.473
483,608,1.26,16.4,1.464
469,593,1.26,16.2,1.466
467,601,1.29,17.7,1.473
458,584,1.28,16.4,1.471
470,605,1.29,16.2,1.471
478,600,1.26,16.5,1.474
484,626,1.29,15.5,2.129
484,630,1.3,15.6,2.132
476,612,1.29,16.3,1.466
565,807,0,11.6,0
458,653,1.43,14,0.22
457,642,1.4,14,0.221
480,658,1.37,14.8,0.215
462,652,1.41,14.7,0.216
475,637,1.34,15.1,0.215
475,649,1.37,14.2,0.215
371,492,0,27.7,1.541
377,513,0,24.8,1.568
479,603,1.26,16,1.471
488,614,1.26,16.4,1.475
467,595,1.27,15.8,1.471
461,592,1.28,16.7,1.473
527,701,1.33,15.4,0.381
505,687,1.36,16.8,0.379
511,697,1.36,14.8,0.378
527,710,1.35,15.2,0.376
507,654,1.29,16.6,0.376
498,679,1.36,16.4,0.38
520,681,1.31,16.2,0.382
515,668,1.3,16.9,0.38
527,669,1.27,16.7,0.38
530,675,1.27,16.4,0.383
514,681,1.32,16.2,0.381
520,673,1.29,16.3,0.38
527,669,1.27,16.7,0.38
460,694,1.51,15.1,0.213
479,643,1.34,14.1,0.217
480,664,1.38,14.2,0.215
444,654,1.47,14.2,0.217
474,649,1.37,14.4,0.218
481,659,1.37,14.1,0.216
482,666,1.38,14.2,0.216
440,623,1.42,16.1,0.214
281,408,0,24.9,0
289,413,0,25,0
0,389,0,38.4,0
0,358,0,37.4,0
0,373,0,36.2,0
0,379,0,35.6,0
0,373,0,36,0
0,360,0,36.4,0
0,350,0,37.4,0
474,598,1.26,16.4,0.946
464,580,1.25,16.3,0.952
462,581,1.26,16.6,0.944
451,566,1.25,16.8,0.953
469,587,1.25,17.1,0.946
464,591,1.28,16.1,0.954
471,603,1.28,16.8,0.948
449,569,1.27,16.3,0.956
449,574,1.28,16.7,0.943
453,566,1.25,15.2,0.953
451,570,1.26,15.7,0.952
463,581,1.26,15.8,0.946
456,571,1.25,16.6,0.947
475,604,1.27,15.7,0.943
451,571,1.27,17.1,0.944
458,572,1.25,16.8,0.947
466,588,1.26,15.7,0.94
461,577,1.25,17.9,0.943
477,599,1.25,16.3,0.945
474,598,1.26,16.4,0.945
490,614,1.25,16.2,0.946
476,599,1.26,16.4,0.946
472,598,1.27,20.1,0.95
471,590,1.25,15.6,0.946
475,597,1.26,17.3,0.943
474,600,1.26,18.8,0.95
478,597,1.25,16.8,0.94
471,596,1.27,15.8,0.947
443,566,1.28,15.9,0.943
459,585,1.27,15.7,0.94
460,584,1.27,16.3,0.941
466,588,1.26,16.1,0.945
462,577,1.25,16.3,0.941
465,597,1.29,16.4,0.957
461,576,1.25,16.1,0.943
462,586,1.27,16.3,0.94
480,605,1.26,16.4,0.948
463,581,1.26,15.8,0.946
456,571,1.25,16.6,0.947
475,604,1.27,15.7,0.943
451,571,1.27,17.1,0.944
454,573,1.26,16.1,0.945
480,612,1.28,16.9,0.945
471,601,1.28,16.6,0.945
458,575,1.25,17.1,0.946
460,578,1.26,17.7,0.946
473,599,1.27,17.8,0.945
450,582,1.29,17.9,0.948
460,580,1.26,16.1,0.948
462,583,1.26,18,0.956
464,587,1.26,19.3,0.945
325,446,0,23.2,0
312,431,0,22.1,0
313,436,0,22.3,0
320,435,0,22.9,0
317,439,0,22.6,0
320,443,0,23.2,0
482,666,1.38,14.2,0.216
299,417,0,24.6,0
288,403,0,24.5,0
306,430,0,25,0
307,435,0,24.1,0
302,416,0,24.6,0
285,411,0,22.6,0
268,395,0,27.6,0
379,522,0,25.1,0.81
350,479,0,26.7,0.81
382,520,0,27.8,0.8
385,524,0,28.1,0.827
378,517,0,26.7,0.805
364,506,0,25.3,0
369,512,0,24.9,0
0,1010,0,12.2,0
0,1020,0,8.8,0
461,576,1.25,16.1,0.943
